Name,공지업무채널_슬랙미발송,파츠명,판매상태,담당자,판매상태 변경사유,적용 굿즈명,Goods code,변경일,end time,변경일(인터페이스용),end time(인터페이스용),parts_RECORD_ID (from 파츠명),newest record,판매상태 변경,Autonumber,담당자 이름,파츠 이름,확인 요청 사항,재고소유구분 (from sync_parts),품절 성격,품절 사유,파츠 유형 (from 파츠명),굿즈품절여부
SSU000714,checked,PT3447-아크릴트레이,판매가능,김민정,최초등록,위시 오브제 캔들,OJCD,2023.10.18 9:21오전,,2023.10.18,2026.9.3,rechMDd1SoBdDSrqS,rechMDd1SoBdDSrqS,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rechMDd1SoBdDSrqS,714,김민정,PT3447-아크릴트레이,,생산,,,Product Parts,
SSU000715,checked,PT3448-아크릴트레이.배너,판매가능,김민정,최초등록,위시 오브제 캔들,OJCD,2023.10.18 9:21오전,,2023.10.18,2026.9.3,recpr8Dim6ywOe2xz,recpr8Dim6ywOe2xz,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recpr8Dim6ywOe2xz,715,김민정,PT3448-아크릴트레이.배너,,생산,,,Product Parts,
SSU000716,checked,PT3321-밸류보드다이어리(에스카보드),판매가능,김민정,최초등록,밸류보드 다이어리,VABD,2023.10.18 9:26오전,,2023.10.18,2026.9.3,recnxpG46yoIau3Ed,recnxpG46yoIau3Ed,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recnxpG46yoIau3Ed,716,김민정,PT3321-밸류보드다이어리(에스카보드),,신시어리,,,Product Parts,
SSU000717,,,일시품절,안다정,협력사 재고 소진으로 인한 일시품절 (재입고예정일: 11/10),,,2023.10.18 10:05오전,2023.11.14 3:58오후,2023.10.18,2023.11.13,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,717,안다정,,,,,,,
SSU000718,,PT2969-메시지캐리어파우치_실버,판매가능,안다정,"협력사 재고 입고완료되어 판매가능 (현재 재고 1,000개 이나, 연말이라 재고가 빠르게 소진될 우려가 있어 가급적 빠른 발주 필요)",메시지 캐리어 파우치,MSGC,2023.10.18 10:07오전,2023.10.31 11:40오전,2023.10.18,2023.10.30,recWZPxXHsjnxuXpC,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recWZPxXHsjnxuXpC,718,안다정,PT2969-메시지캐리어파우치_실버,,신시어리,,,Product Parts,
SSU000719,,,일시품절,정승윤,협력사 품절,,,2023.10.18 11:48오전,2024.5.21 5:01오후,2023.10.18,2024.5.20,,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,719,정승윤,,,,,,,
SSU000720,checked,PT1678-지퍼_컬러,판매가능,김민정,최초등록,톤앤톤 쿨러백,TTCB,2023.10.19 5:04오후,,2023.10.19,2026.9.3,rec0Q0zB56asfGJBa,rec0Q0zB56asfGJBa,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec0Q0zB56asfGJBa,720,김민정,PT1678-지퍼_컬러,,생산,,,Product Parts,
SSU000721,checked,PT1676-톤앤톤쿨러백_베이지,판매가능,김민정,최초 등록,톤앤톤 쿨러백,TTCB,2023.10.19 5:41오후,,2023.10.19,2026.9.3,recOz6EWT1uZ9zbVj,recOz6EWT1uZ9zbVj,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recOz6EWT1uZ9zbVj,721,김민정,PT1676-톤앤톤쿨러백_베이지,,생산,,,Product Parts,
SSU000722,checked,PT2451-비치타월_원단(세라노원단)_화이트,판매가능,김민정,최초등록,굿이너프 비치타월,BCTW,2023.10.19 5:50오후,,2023.10.19,2026.9.3,rec6doAw7Hhv6alOM,rec6doAw7Hhv6alOM,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec6doAw7Hhv6alOM,722,김민정,PT2451-비치타월_원단(세라노원단)_화이트,,생산,,,Product Parts,
SSU000723,checked,PT2387-디자이너노트_내지(커스텀인쇄1p)_화이트+옵셋지정색,판매가능,김민정,최초등록,디자이너 노트,DSGN,2023.10.19 5:50오후,,2023.10.19,2026.9.3,rec9Vd6l4oSegNjbI,rec9Vd6l4oSegNjbI,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec9Vd6l4oSegNjbI,723,김민정,PT2387-디자이너노트_내지(커스텀인쇄1p)_화이트+옵셋지정색,,생산,,,Product Parts,
SSU000724,checked,PT0775-디자이너노트_커버(그문드비)_컬러,판매가능,김민정,최초등록,디자이너 노트,DSGN,2023.10.19 5:59오후,,2023.10.19,2026.9.3,recTB6oajLvP0Kdea,recTB6oajLvP0Kdea,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recTB6oajLvP0Kdea,724,김민정,PT0775-디자이너노트_커버(그문드비)_컬러,,생산,,,Product Parts,
SSU000725,checked,PT0776-디자이너노트_내지(무지),판매가능,김민정,최초등록,디자이너 노트,DSGN,2023.10.19 6:00오후,,2023.10.19,2026.9.3,recPeJ6juvn5knrJU,recPeJ6juvn5knrJU,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recPeJ6juvn5knrJU,725,김민정,PT0776-디자이너노트_내지(무지),,생산,,,Product Parts,
SSU000726,checked,PT0777-디자이너노트_내지(커스텀인쇄전체)_화이트+옵셋지정색,판매가능,김민정,최초등록,디자이너 노트,DSGN,2023.10.19 6:01오후,,2023.10.19,2026.9.3,rec7jAZ5xqBvmzdku,rec7jAZ5xqBvmzdku,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec7jAZ5xqBvmzdku,726,김민정,PT0777-디자이너노트_내지(커스텀인쇄전체)_화이트+옵셋지정색,,생산,,,Product Parts,
SSU000727,checked,PT0779-디자이너노트_커버(컬러플랜)_컬러,판매가능,김민정,최초등록,디자이너 노트,DSGN,2023.10.19 6:01오후,,2023.10.19,2026.9.3,recC57dpKdKEwjcqf,recC57dpKdKEwjcqf,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recC57dpKdKEwjcqf,727,김민정,PT0779-디자이너노트_커버(컬러플랜)_컬러,,생산,,,Product Parts,
SSU000728,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:02오후,,2023.10.19,2026.9.3,,recyPMS02riCVxqCD,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,728,김민정,,,,,,,
SSU000729,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:03오후,,2023.10.19,2026.9.3,,recOgi6SAk8gWw0tH,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,729,김민정,,,,,,,
SSU000730,checked,PT0624-슬리브(커스텀인쇄)(S)_화이트+옵셋풀컬러_100-3,판매가능,김민정,최초등록,Start 틴케이스,TNCS,2023.10.19 6:03오후,,2023.10.19,2026.9.3,rec1ioN79XBhrCFLx,rec1ioN79XBhrCFLx,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec1ioN79XBhrCFLx,730,김민정,PT0624-슬리브(커스텀인쇄)(S)_화이트+옵셋풀컬러_100-3,,생산,,,Package Parts,
SSU000731,checked,PT0629-슬리브(커스텀인쇄)(S)_화이트+옵셋지정색_100-3,판매가능,김민정,최초등록,Start 틴케이스,TNCS,2023.10.19 6:04오후,,2023.10.19,2026.9.3,recVw4xsk29HguwnN,recVw4xsk29HguwnN,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recVw4xsk29HguwnN,731,김민정,PT0629-슬리브(커스텀인쇄)(S)_화이트+옵셋지정색_100-3,,생산,,,Package Parts,
SSU000732,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:05오후,,2023.10.19,2026.9.3,,recDxyAWKwAO05Sy3,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,732,김민정,,,,,,,
SSU000733,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:05오후,,2023.10.19,2026.9.3,,rechaZNYLbG4Zk1FE,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,733,김민정,,,,,,,
SSU000734,checked,PT1027-브랜드잇_커버(컬러플랜)_컬러,판매가능,김민정,최초등록,브랜드-잇,BRDT,2023.10.19 6:06오후,,2023.10.19,2026.9.3,recpfkOTVmuVCPw4z,recpfkOTVmuVCPw4z,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recpfkOTVmuVCPw4z,734,김민정,PT1027-브랜드잇_커버(컬러플랜)_컬러,,생산,,,Product Parts,
SSU000735,checked,PT1029-브랜드잇_커버(그문드비)_컬러,판매가능,김민정,최초등록,브랜드-잇,BRDT,2023.10.19 6:07오후,,2023.10.19,2026.9.3,recZE4YhwoCTNk4OB,recZE4YhwoCTNk4OB,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recZE4YhwoCTNk4OB,735,김민정,PT1029-브랜드잇_커버(그문드비)_컬러,,생산,,,Product Parts,
SSU000736,checked,PT1028-브랜드잇_내지(커스텀인쇄)_화이트+옵셋지정색,판매가능,김민정,최초등록,브랜드-잇,BRDT,2023.10.19 6:07오후,,2023.10.19,2026.9.3,rec4oHkycRBLio7A9,rec4oHkycRBLio7A9,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec4oHkycRBLio7A9,736,김민정,PT1028-브랜드잇_내지(커스텀인쇄)_화이트+옵셋지정색,,생산,,,Product Parts,
SSU000737,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:08오후,,2023.10.19,2026.9.3,,recu39IZ8UCj6m0j1,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,737,김민정,,,,,,,
SSU000738,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:08오후,,2023.10.19,2026.9.3,,rec2dsFV93DSep5XF,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,738,김민정,,,,,,,
SSU000739,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:09오후,,2023.10.19,2026.9.3,,recTLcY1LEi3Tvl6E,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,739,김민정,,,,,,,
SSU000740,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:10오후,,2023.10.19,2026.9.3,,rechzCTLvWt3ZeNPl,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,740,김민정,,,,,,,
SSU000741,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:10오후,,2023.10.19,2026.9.3,,rech4t8tLSHS3xWAR,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,741,김민정,,,,,,,
SSU000742,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:11오후,,2023.10.19,2026.9.3,,recevrtXEzSgZIjU8,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,742,김민정,,,,,,,
SSU000743,checked,,판매가능,김민정,최초등록,,,2023.10.19 6:11오후,,2023.10.19,2026.9.3,,recCaGa6fF86i4CbE,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,743,김민정,,,,,,,
SSU000744,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:11오전,,2023.10.20,2026.9.3,,recewdLyEcfSMZac8,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,744,김민정,,,,,,,
SSU000745,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:12오전,,2023.10.20,2026.9.3,,rec3P6yN2QIHblkmd,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,745,김민정,,,,,,,
SSU000746,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:13오전,,2023.10.20,2026.9.3,,rec34xxY3HnvKoiAy,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,746,김민정,,,,,,,
SSU000747,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:13오전,,2023.10.20,2026.9.3,,rec8UwYfuwwb1j6ei,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,747,김민정,,,,,,,
SSU000748,checked,PT1511-슬리브(커스텀인쇄)_화이트+옵셋풀컬러_000-6,판매가능,김민정,최초등록,유니크 디퓨저,UNDF,2023.10.20 9:14오전,,2023.10.20,2026.9.3,recCYPKi7SSzYwQL3,recCYPKi7SSzYwQL3,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recCYPKi7SSzYwQL3,748,김민정,PT1511-슬리브(커스텀인쇄)_화이트+옵셋풀컬러_000-6,,생산,,,Package Parts,
SSU000749,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:14오전,,2023.10.20,2026.9.3,,reca1CMlU2SHQC33u,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,749,김민정,,,,,,,
SSU000750,checked,PT1561-컬러풀노트패드_내지(커스텀인쇄)_화이트+블랙인쇄,판매가능,김민정,최초등록,컬러풀 노트패드,CNPD,2023.10.20 9:15오전,,2023.10.20,2026.9.3,recubaAfaegZUpvJK,recubaAfaegZUpvJK,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recubaAfaegZUpvJK,750,김민정,PT1561-컬러풀노트패드_내지(커스텀인쇄)_화이트+블랙인쇄,,생산,,,Product Parts,
SSU000751,checked,PT1562-컬러풀노트패드_내지(무지),판매가능,김민정,최초등록,컬러풀 노트패드,CNPD,2023.10.20 9:15오전,,2023.10.20,2026.9.3,recvqGnFfU4BqnJUb,recvqGnFfU4BqnJUb,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recvqGnFfU4BqnJUb,751,김민정,PT1562-컬러풀노트패드_내지(무지),,생산,,,Product Parts,
SSU000752,checked,PT1563-컬러풀노트패드_내지(커스텀인쇄)_화이트+옵셋지정색,판매가능,김민정,최초등록,컬러풀 노트패드,CNPD,2023.10.20 9:16오전,,2023.10.20,2026.9.3,recfQTphRh0ad2HrJ,recfQTphRh0ad2HrJ,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recfQTphRh0ad2HrJ,752,김민정,PT1563-컬러풀노트패드_내지(커스텀인쇄)_화이트+옵셋지정색,,생산,,,Product Parts,
SSU000753,checked,PT1565-컬러풀노트패드_내지(줄),판매가능,김민정,최초등록,컬러풀 노트패드,CNPD,2023.10.20 9:18오전,,2023.10.20,2026.9.3,recHyUwQGskSCrJ41,recHyUwQGskSCrJ41,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recHyUwQGskSCrJ41,753,김민정,PT1565-컬러풀노트패드_내지(줄),,생산,,,Product Parts,
SSU000754,checked,PT1566-컬러풀노트패드_커버(그문드비)_컬러,판매가능,김민정,최초등록,컬러풀 노트패드,CNPD,2023.10.20 9:19오전,,2023.10.20,2026.9.3,rec7UKyvYe5q4ZDDP,rec7UKyvYe5q4ZDDP,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec7UKyvYe5q4ZDDP,754,김민정,PT1566-컬러풀노트패드_커버(그문드비)_컬러,,생산,,,Product Parts,
SSU000755,checked,PT1567-컬러풀노트패드_커버(컬러플랜)_컬러,판매가능,김민정,최초등록,컬러풀 노트패드,CNPD,2023.10.20 9:19오전,,2023.10.20,2026.9.3,recCeQXAKkt2k83ge,recCeQXAKkt2k83ge,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recCeQXAKkt2k83ge,755,김민정,PT1567-컬러풀노트패드_커버(컬러플랜)_컬러,,생산,,,Product Parts,
SSU000756,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:20오전,,2023.10.20,2026.9.3,,recy4lmzbhdodWqdW,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,756,김민정,,,,,,,
SSU000757,checked,PT0678-그래픽에코백_추가(직조라벨),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:20오전,,2023.10.20,2026.9.3,recFZbsbeqplIY9i1,recFZbsbeqplIY9i1,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recFZbsbeqplIY9i1,757,김민정,PT0678-그래픽에코백_추가(직조라벨),,생산,,,Product Parts,
SSU000758,checked,PT0682-그래픽에코백_추가(바닥면),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:23오전,,2023.10.20,2026.9.3,reclJl221AVYHxWuG,reclJl221AVYHxWuG,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=reclJl221AVYHxWuG,758,김민정,PT0682-그래픽에코백_추가(바닥면),,생산,,,Product Parts,
SSU000759,checked,PT0691-그래픽에코백_추가(속주머니),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:23오전,,2023.10.20,2026.9.3,recPnCWOc7zKqbAo8,recPnCWOc7zKqbAo8,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recPnCWOc7zKqbAo8,759,김민정,PT0691-그래픽에코백_추가(속주머니),,생산,,,Product Parts,
SSU000760,checked,PT0695-그래픽에코백_추가(자석),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:24오전,,2023.10.20,2026.9.3,rec01M0UP2LuHF6uY,rec01M0UP2LuHF6uY,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec01M0UP2LuHF6uY,760,김민정,PT0695-그래픽에코백_추가(자석),,생산,,,Product Parts,
SSU000761,checked,PT0680-그래픽에코백_추가(손잡이끈),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:24오전,,2023.10.20,2026.9.3,recENkX7onE29SL6A,recENkX7onE29SL6A,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recENkX7onE29SL6A,761,김민정,PT0680-그래픽에코백_추가(손잡이끈),,생산,,,Product Parts,
SSU000762,checked,PT0683-그래픽에코백_추가(크로스끈&조리개끈),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:25오전,,2023.10.20,2026.9.3,rec9wvLS7Zisi4RTE,rec9wvLS7Zisi4RTE,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec9wvLS7Zisi4RTE,762,김민정,PT0683-그래픽에코백_추가(크로스끈&조리개끈),,생산,,,Product Parts,
SSU000763,checked,PT0684-그래픽에코백_추가(크로스끈),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:26오전,,2023.10.20,2026.9.3,recjAY8PgINFlSArM,recjAY8PgINFlSArM,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recjAY8PgINFlSArM,763,김민정,PT0684-그래픽에코백_추가(크로스끈),,생산,,,Product Parts,
SSU000764,checked,PT0676-그래픽에코백_기본(염색원단10수캔버스),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:27오전,,2023.10.20,2026.9.3,rec8qhkz8HSOxvroq,rec8qhkz8HSOxvroq,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec8qhkz8HSOxvroq,764,김민정,PT0676-그래픽에코백_기본(염색원단10수캔버스),,생산,,,Product Parts,
SSU000765,checked,PT0677-그래픽에코백_기본(광목원단10수캔버스)_화이트,판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:27오전,,2023.10.20,2026.9.3,rec2DbUj5QeoatmC6,rec2DbUj5QeoatmC6,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec2DbUj5QeoatmC6,765,김민정,PT0677-그래픽에코백_기본(광목원단10수캔버스)_화이트,,생산,,,Product Parts,
SSU000766,checked,PT0685-그래픽에코백_기본(광목원단10수캔버스)_광목,판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:29오전,,2023.10.20,2026.9.3,rec6M3DpM26XPTOoX,rec6M3DpM26XPTOoX,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec6M3DpM26XPTOoX,766,김민정,PT0685-그래픽에코백_기본(광목원단10수캔버스)_광목,,생산,,,Product Parts,
SSU000767,checked,PT0687-그래픽에코백_기본(광목원단10수2합)_블랙,판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:29오전,,2023.10.20,2026.9.3,recaTusaLgvO2pbxD,recaTusaLgvO2pbxD,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recaTusaLgvO2pbxD,767,김민정,PT0687-그래픽에코백_기본(광목원단10수2합)_블랙,,생산,,,Product Parts,
SSU000768,checked,PT0689-그래픽에코백_기본(광목원단10수캔버스)_블랙,판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:42오전,,2023.10.20,2026.9.3,recXHBc0Rm47w3Izd,recXHBc0Rm47w3Izd,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recXHBc0Rm47w3Izd,768,김민정,PT0689-그래픽에코백_기본(광목원단10수캔버스)_블랙,,생산,,,Product Parts,
SSU000769,checked,PT0692-그래픽에코백_기본(염색원단10수2합),판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:43오전,,2023.10.20,2026.9.3,recwe5b4kwhqzdlZC,recwe5b4kwhqzdlZC,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recwe5b4kwhqzdlZC,769,김민정,PT0692-그래픽에코백_기본(염색원단10수2합),,생산,,,Product Parts,
SSU000770,checked,PT0693-그래픽에코백_기본(광목원단10수2합)_광목,판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:44오전,2023.10.20 9:48오전,2023.10.20,2023.10.19,rec4A7z1RD7e1gT1E,,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec4A7z1RD7e1gT1E,770,김민정,PT0693-그래픽에코백_기본(광목원단10수2합)_광목,,생산,,,Product Parts,
SSU000771,checked,PT0693-그래픽에코백_기본(광목원단10수2합)_광목,판매가능,김민정,최초등록,그래픽 에코백,GPEB,2023.10.20 9:48오전,,2023.10.20,2026.9.3,rec4A7z1RD7e1gT1E,rec4A7z1RD7e1gT1E,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec4A7z1RD7e1gT1E,771,김민정,PT0693-그래픽에코백_기본(광목원단10수2합)_광목,,생산,,,Product Parts,
SSU000772,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:49오전,,2023.10.20,2026.9.3,,recF62Xlctp4gjPe4,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,772,김민정,,,,,,,
SSU000773,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:50오전,,2023.10.20,2026.9.3,,recsWSi9meHGykO53,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,773,김민정,,,,,,,
SSU000774,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:50오전,,2023.10.20,2026.9.3,,recTwcvb71B9Q0AOQ,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,774,김민정,,,,,,,
SSU000775,checked,PT1715-페이퍼샤쉐_컬러,판매가능,김민정,최초등록,페이퍼 샤쉐,PSCH,2023.10.20 9:51오전,,2023.10.20,2026.9.3,rec4gCbl6NM7y2Wgt,rec4gCbl6NM7y2Wgt,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec4gCbl6NM7y2Wgt,775,김민정,PT1715-페이퍼샤쉐_컬러,,생산,,,Product Parts,
SSU000776,checked,PT1713-페이퍼샤쉐_화이트+옵셋풀컬러,판매가능,김민정,최초등록,페이퍼 샤쉐,PSCH,2023.10.20 9:51오전,,2023.10.20,2026.9.3,recJEI1soEsNZzFD7,recJEI1soEsNZzFD7,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=recJEI1soEsNZzFD7,776,김민정,PT1713-페이퍼샤쉐_화이트+옵셋풀컬러,,생산,,,Product Parts,
SSU000777,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:52오전,,2023.10.20,2026.9.3,,recOE2PG0DX6rTaPX,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,777,김민정,,,,,,,
SSU000778,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:54오전,,2023.10.20,2026.9.3,,recexJjY8Nbq6Lz52,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,778,김민정,,,,,,,
SSU000779,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:54오전,,2023.10.20,2026.9.3,,recTFtqpgmZg3P2p1,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,779,김민정,,,,,,,
SSU000780,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:55오전,,2023.10.20,2026.9.3,,recMpy0ABYW1nfboM,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,780,김민정,,,,,,,
SSU000781,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:55오전,,2023.10.20,2026.9.3,,recPM04X14OdEqgnT,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,781,김민정,,,,,,,
SSU000782,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:56오전,,2023.10.20,2026.9.3,,recgQmGGI9soGdnPc,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,782,김민정,,,,,,,
SSU000783,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:59오전,,2023.10.20,2026.9.3,,recA7IJCuXUvVwL3l,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,783,김민정,,,,,,,
SSU000784,checked,,판매가능,김민정,최초등록,,,2023.10.20 9:59오전,,2023.10.20,2026.9.3,,reczdpNnoZhfGLFNz,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,784,김민정,,,,,,,
SSU000785,checked,PT1227-펜류지지대_화이트_000-1,판매가능,김민정,최초등록,"스펙트럼 컬러펜, 올 블랙 펜","SPCP, ALBP",2023.10.20 10:01오전,,2023.10.20,2026.9.3,rec8CUHX76uqQcFYx,rec8CUHX76uqQcFYx,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=rec8CUHX76uqQcFYx,785,김민정,PT1227-펜류지지대_화이트_000-1,,생산,,,Package Parts,
SSU000786,checked,,판매가능,김민정,최초등록,,,2023.10.20 10:02오전,,2023.10.20,2026.9.3,,recGxsPBX05ghSzME,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,786,김민정,,,,,,,
SSU000787,checked,,판매가능,김민정,최초등록,,,2023.10.20 10:02오전,,2023.10.20,2026.9.3,,recKXarU1t9bVvppb,https://airtable.com/shr5t1qyPKytJvVBY?prefill_fldziB6bVRltNvUis=,787,김민정,,,,,,,
