movement_id,이슈카테고리,입하예정일,실제입하일,프로젝트_발주자,출하장소,project_name,item (통합) (from order),이동수량_예정,입하수량,검수수량,불량수량_샘플링검수,재제작/추가제작,운영이슈내용(by물류),운영이슈개선여부,운영이슈개선방안_SCM,수량이슈내용,수량이슈대응방안_SCM,품질이슈내용구분,품질이슈대응필요여부,품질이슈내용,품질등급최초판정,품질등급의견_SCM,품질등급의견판단사유_SCM,품질이슈대응방안_SCM,이슈발생_Report,대표품목 계정구분 (from task)
MM00162028,"품질이슈,수량이슈",2025.9.23,2025.9.23,남인호,신시어리웨일즈 주식회사,PNA35672-용산복지재단,"킵세이프마그넷배터리2.0, 킵세이프마그넷배터리2.0, UV",289,291,1,,,,,,"발주수량 302ea
입하수량 291ea
불량수량 2ea(오염,기스)
입고수량 289ea로 정수량에서 11ea부족입니다.",2개 보수 9개 추가제작 하겠습니다.,시안 (시안 일치도),대응 필요,"좌우 정렬 이슈입니다.
오차범위 내이긴 하나 왼쪽으로 치우침이 크게 보이고 고객인지 이슈 발생했던 이슈라 보수적으로 검수 하였는데요. qc에서는 치수상으로는 정상입고 가능하다 판단되며, 정상입고 가능 할지 크로스 체크 부탁드립니다",B급,B급,"추후 아래와 같이 기준설정 부탁드립니다. 

1. 오차 범위를 넘어선 치우침 > C급
2. 오차 범위를 넘어지 않으나, 모두 동일한 방향으로 전반적인 치우침 있음(60%이상) > B급이지만 공유
3. 오차 범위를 넘어서지 않으나, 치우침 방향이 랜덤하거나, 60%이내의 수량에서 치우침 있음 > B급으로 공유 없이 입하",정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recuemIgL55ht8BZJ,8.수익
MM00155555,"품질이슈,수량이슈",2025.8.26,2025.8.26,김민지,신명인쇄,PNA35369-에프원마케팅,"레디고런치박스_투명캡, 레디고런치박스_투명캡, 실크",97,104,105,,,,,,"발주수량 105개이나
104개 입하되었습니다.",,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"제품자체 내 하얀색 그을음 같은 것이 있습니다.
알코올 등으로 제거 되지 않아 c급 불량 처리하였으며, 1cm이하의 기스는 b급으로 입고 처리 하였습니다.",C급,C급,3개 재제작 하겠습니다ㅜ,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reclnsPecwnzzxMzQ,8.수익
MM00152605,"품질이슈,수량이슈",2025.8.20,2025.8.20,김민지,주식회사 디자인오엔,PNA34767-전남국제수묵비엔날레사무국,"내추럴노트_커버, 내추럴노트, 성책, 색박(음각), 내추럴노트_내지(무지.줄), 색박(음각), 내추럴노트_가름끈, 실크",100,102,102,,,,,,"발주수량 102ea
입하수량 100ea
여유수량 없이 100ea 입고 처리하였습니다.
",,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 불필요(공유 리포팅),"커버 내지 재단이 깔끔하게 되지 않은 것 2개중 1개는 보수하여 입고하였으나 1개는 보수가 어려울 것 같습니다.
+ 가림끈 부착부분 본드 자국으로 c급 처리하였습니다.",C급,C급,보수 불가한 수량은 빼고 정상입고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recgaRmiO79MFhX7j,"8.수익,8.수익"
MM00153219,"품질이슈,수량이슈",2025.8.18,2025.8.20,김하은,(주)이케이비전,PNA31190-25년8월_재고생산,스탠드업칫솔,1994,1995,,,,,,,,부족분만큼 추가 출고,"파손 (제품의 물리적 파손, 기능 불량)",,"솔 뚜껑이 없습니다.
입하예정수량 2,000개 > 1,995개",,,새 제품으로 추가 출고 예정,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recr5ErJ8avXTWnWj,5.상품
MM00152248,"품질이슈,수량이슈",2025.8.11,2025.8.11,육승미,디지탈준,PNA34716-아이파트너즈,"UV, 올데이텀블러(UV)",28,31,31,,,,,,"발주수량 31
불량 발생 수량 c급 3
검은점, 기스 등의 b급 불량수량은 5개이며,b급은 입고처리하겠습니다.
",무지 1개 8/12 오전 중 재제작건 3개와 함께 입하 예정입니다.,"오염 (얼룩, 번짐, 잉크 튐, 그을림)",대응 필요,"얼룩과 검은점이 다수 있는 것 중 얼룩의 범위가 크고 검은점의 개수가 많은 것은 c급 처리합니다.
+ 로고 상단 흰색 여백쪽에 전체적으로 파란빛이 도는 듯 보이나 승미님 확인 후 정상입고 처리합니다.",C급,C급,"미세한 찍힘은 정상입고 사유이나 주변 부분이 얼룩처럼 보여 C급 재제작하겠습니다.
불량 건 3개는 재제작건 3개 입고 후에 협력사(강천)으로 택배 회수 예정으로 운송 오더 신청하겠습니다. 

재제작 mm : MM00152248",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recsFiHuZKNO4Lgkx,8.수익
MM00150337,"품질이슈,수량이슈",2025.8.1,2025.7.30,김민지,믿음뒤나미스,PNA34258-서울시정신건강복지센터,"클리어리유저블컵, 클리어리유저블컵_리드(스탠다드리드), 클리어리유저블컵_바디(473ml), UV실크",285,301,301,,,,,,"발주수량 301
입고수량 285
불량발생수량 16",,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"본품 내 기스, 검은점, 얼룩 등이 발견되어 전수검사 진행하였고, 16개 c급 불량 발생 하였습니다.
정수량 기준 15개 부족합니다.",C급,C급,"기물 자체의 오염, 스크레치 이슈로 재제작 / 컵부분 기물 16개는 업체에서 무상 제공 예정 (폐기증빙X)",재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recnllGnkkKB0hVqx,8.수익
MM00151130,"품질이슈,수량이슈",2025.7.31,2025.7.31,김민지,개미기획,PNA34474-바디텍메드,"슬로건다이어리(실크인쇄), 실크",96,101,101,,,,,,"발주수량 101
입하수량 101
불량발생 수량 5개로 정수량기준 5개 부족합니다.",,인쇄 (인쇄 퀄리티 수준),대응 필요,"본품 가죽 표면에 기스, 밀림 등으로 5개 c급 처리하였습니다.",C급,C급,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recXjFLs1n4fgIpao,8.수익
MM00149860,"품질이슈,수량이슈",2025.7.30,2025.7.28,이난영,(주)청산인쇄,PNA34076-일레븐코퍼레이션,"슬리브, 슬리브(지네발)",101,121,121,,,,,,,,인쇄 (인쇄 퀄리티 수준),대응 불필요(공유 리포팅),"인쇄번짐, 기스 등이 다수 발견되어 전량검수 진행하였고, c급 23개 분류하였으나 가장 양호한 것 3개 b급으로 입고하여 정수량은 문제 없도록 처리하였습니다.
참고차 이슈 설정합니다.",C급,B급,협력사에 품질 개선요청 드리겠습니다. ,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec4z5DLtCs6mswjE,5.상품
MM00150014,"품질이슈,수량이슈",2025.7.30,2025.7.30,김민지,신명인쇄,PNA34696-성공홀딩스,"아이콘펜(바디), 실크, 인쇄된아이콘펜",193,202,202,,,,,,"발주수량 202
입고수량 202
불량 발생 수량 9
정수량 기준 부족수량 9개입니다",,인쇄 (인쇄 퀄리티 수준),대응 필요,"로고 하단부분 인쇄가 고르지 못하여 전수검사 진행하였고 c급 불량 9개 처리하였으며,약간의 검은 얼룩들도 발견되었으나 범위가 넓지않아 b급으로 정상입고 처리하였습니다.",C급,F급,인쇄 불량으로 재제작 합니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recxBPpaP6QNsRLpD,8.수익
MM00150372,"품질이슈,수량이슈",2025.7.29,2025.7.25,김민지,주식회사 알리오코리아,PNA34599-아이크래프트,"퀵차지도킹형보조배터리, 레이저각인",51,51,51,,,,,,"
-정수량 51
-입고수량 51
-불량발생 수량 4
정수량에서 4개 부족합니다",,인쇄 (인쇄 퀄리티 수준),대응 필요,인쇄영역에 가로선 기스가  발생하였습니다.,C급,F급,4개 재제작 하겠습니다.,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recDVYohpVriNPd30,8.수익
MM00181320,"품질이슈,운영이슈",2025.12.15,2025.12.15,정승윤,신시어리웨일즈 주식회사,PNA37185-서울시50플러스동부캠퍼스,"챔피언피규어시상대세트(시상대), 챔피언피규어시상대세트(판넬), 챔피언피규어시상대세트, UV",46,51,50,,,"리스트와 인쇄판넬 문구가 상이한 것이 있습니다.
1. 리스트:허규철, 왕홍식님(한국승강기안전공단)
> 인쇄: 한국승강기안전공단 서울지역본부

2. 리스트: 엄기복님(서울동부고용복지센터)
> 인쇄: 서울강남고용복지센터

임가공 중 발견 된 것으로 빠른 확인 부탁드립니다.",,,,,인쇄 (인쇄 퀄리티 수준),대응 필요,"시안 상 존재하지 않는 가로선 인쇄 5개에서 확인 되었습니다.
시안 1,2,5,10,25 입니다.",C급,C급,재제작 필요,재제작,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recvQXohfQg2LbqE3,
MM00159494,"품질이슈,운영이슈",2025.11.25,2025.11.25,안혜정,"""Xiamen Healthpal Electronic Co,.Ltd""",PNA31191-25년9월_재고생산,"오아시스 미니마사지건, 오아시스 미니마사지건, 오아시스 미니마사지건",1528,1528,30,10,,시안 미등록 확인되었습니다.,,,,,"변형 (접힘, 눌림, 찌그러짐 자국)",대응 필요,"박스 구겨짐 및 오염, 스크레치 발생 확인되었습니다.",,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recQlOIjpGhXuaKmf,"5.상품,5.상품,8.수익"
MM00170183,"품질이슈,운영이슈",2025.11.17,2025.11.11,김민지,신명인쇄,PNA36196-율촌화학,"스탠드업칫솔, 스탠드업칫솔, 실크",50,51,51,,,"제품 1개에서 기스 발생 확인되었습니다.
발주 및 입하수량 51개이나 정수량 50개로 정상 입고 처리하고자 합니다.",,,,,"손상 (기스, 찍힘, 뜯어짐, 파힘)",대응 필요,"제품 1개에서 기스 발생 확인되었습니다.
발주 및 입하수량 51개이나 정수량 50개로 정상 입고 처리하고자 합니다.",C급,C급,1개 제외하고 입고 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reciepd3wW0FZJ9vE,8.수익
MM00168289,"품질이슈,운영이슈",2025.11.7,2025.11.10,남인호,신시어리웨일즈 주식회사,PNA36633-삼성물산,"챔피언피규어시상대세트(시상대), 챔피언피규어시상대세트(판넬), 챔피언피규어시상대세트, UV",62,62,10,10,,"발주수량 63개이나 입하수량 62개입니다.
정수량 61개로 정상 입고 처리하고자 합니다.",개선완료,,,,인쇄 (인쇄 퀄리티 수준),대응 불필요(공유 리포팅),상하 여백에 차이가 있어 중앙정렬 오류 발생하였으나 오차 범위 내로 정상 입고 처리하고자 합니다.,B급,B급,B급 납품으로 진행 부탁드립니다.,정상입고,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recxkNH8mt2dPlxv2,8.수익
MM00186338,운영이슈,2025.12.31,2025.12.30,정승윤,신시어리웨일즈 주식회사,PNA38178-노원구청년일자리센터,UV,451,451,,,,"발주수량: 452
정수량: 450
입하수량: 451
*발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recPoSjfzPTtPATvG,8.수익
MM00180927,운영이슈,2025.12.30,2025.12.30,이난영,주식회사 모아패키지,PNA37221-스튜디오슬램,,257,257,,,,시안 등록이 되어 있지 않아 검수 진행에 어려움이 있습니다.,개선중,인쇄시안이 별도로 없어서 저도 사이즈로 전달 받은 건이라 검수시안이 없었습니다. 협력사 제작 칼선으로 대체하여 전달드리겠습니다. 기존 화이트 트레이박스 재질의  사이즈커스텀:423*320*110mm 으로 세트로 제작한 슬리브박스에 맞게 들어가는지로 검수부탁드립니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recGtFt8aVgJMcpu6,5.상품
MM00187386,운영이슈,2025.12.30,2025.12.30,정승윤,신시어리웨일즈 주식회사,PNA36790-리디,,2,2,,,,과업지시서 상 존재하는 필름밴딩 없이 입하 되었습니다.,개선완료,벤딩하여 다시 전달드릴게요!,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recK3dirq82t0OOmY,8.수익
MM00184228,운영이슈,2025.12.26,2025.12.23,김민지,유노타월 유노디자인,PNA37960-KT,"브랜디드 타월, 브랜디드 타월, 자수",278,278,,,,등록된 시안에 존재하지 않는 '2025'가 있어 드롭박스 내 최종확정시안을 확인하였더니 업로드된 시안과 상이하여 최종확정시안으로 검수하였습니다.,개선완료,"변경된 시안 어태치 하였는데 제대로 저장이되지 않은채 창이 닫혀서 그런것 같습니다.
확인 감사합니다.",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec9okTFdnFB2kipV,8.수익
MM00185001,운영이슈,2025.12.24,2025.12.24,김민지,개미기획,PNA37867-포천문화관광재단,"무광스트링파우치, 무광스트링파우치(M), 실크",510,510,10,,,"인쇄 가능 영역에 꽉 채워 인쇄되었으나 시안 상으로는 인쇄 영역이 하단으로부터 60mm 떨어져야 합니다.
그러나 실제 제품은 하단으로부터 51mm 떨어져 있는 것으로 확인되어 개선 요청 드립니다.",,,,,시안 (시안 일치도),대응 필요,"인쇄 가능 영역에 꽉 채워 인쇄되었으나 시안 상으로는 인쇄 영역이 하단으로부터 60mm 떨어져야 합니다.
그러나 실제 제품은 하단으로부터 51mm 떨어져 있는 것으로 확인되어 정상 입고 처리 여부 확인 및 개선 요청 드립니다.",,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recjcqaW98VxIfKRX,8.수익
MM00181932,운영이슈,2025.12.23,2025.12.22,김민지,유어백,PNA36898-청춘곳간,"포켓마켓백, 완제품공임(포켓마켓백), 포켓마켓백, 실크",305,305,,,,시안 등록 되어 있지 않아 드롭박스 내 최종확정시안으로 검수하였습니다.,개선완료,시안을 수동으로 연동 하였는데 검수용시안 어태치를 누락하였습니다. 죄송합니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recupj3zyu18107RG,5.상품
MM00183079,운영이슈,2025.12.23,2025.12.23,김민지,인더보썸,PNA37907-GPJ,위시오브제캔들,105,105,,,,"본 건 입하지가 103호가 아닌 104호로 되었습니다.
전일 입하된 MM00183074도 104호로 입하되었기에 개선 요청드립니다.",개선완료,"협력사 퀵 업체에서 혼선있으셔서 그런것으로 확인 됩니다. 
배차 자체는 입고지로 했다고 하네요 
협력사에 한번더 안내 했습니다!",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec36Sltz2gzT9OE7,5.상품
MM00184009,운영이슈,2025.12.22,2025.12.22,정승윤,신시어리웨일즈 주식회사,PNA38113-엑스페릭스,"와이드클립 펜, 와이드클립 펜, UV, UV",301,301,,,,"발주수량: 302
정수량: 300
입하수량: 301
*발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recbQnjPxndATEoNl,"8.수익,8.수익"
MM00180014,운영이슈,2025.12.19,2025.12.19,김민지,주식회사 디자인오엔,PNA35649-법무법인율촌,"레더스킨다이어리, 레더스킨다이어리, 공박(음각)",400,400,,,,"발주수량: 401
정수량: 400
입하수량: 400
*발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",,정수량만 입고부탁드립니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec4QZZ9OUntf7lkP,8.수익
MM00182247,운영이슈,2025.12.19,2025.12.16,육승미,서울디지털인쇄협동조합,PNA36892-아이스크림미디어,사각스티커,383,383,,,,스티커 부착 위치를 잘못하여 스티커를 추가로 발주가 필요합니다. 100개 추가 발주후 다영으로 입고 부탁드립니다. ,,추가 제작 후 다영 입고시키겠습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec4eatiLRO538jOj,8.수익
MM00182459,운영이슈,2025.12.19,2025.12.19,김하은,엠알오즈(MROZ),PNA37334-UNDP서울정책센터,,2,2,,,,"시안 업로드된 내용으로는 배경지가 존재하나 실제 입하는 배경지 없이 피규어 키링만 입하 되었습니다.
배경지 및 실버팩 없이 출고하면 되는지 확인 부탁드립니다.",개선완료,"배경지, 실버팩 없이 출고 부탁드립니다. 과거 샘플 진행 건에도 배경지, 실버팩 없이 진행했던 것으로 확인했습니다. ",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recK7l2mHKRAPxQvE,5.상품
MM00182468,운영이슈,2025.12.19,2025.12.19,김하은,엠알오즈(MROZ),PNA37334-UNDP서울정책센터,,2,2,,,,"시안 업로드된 내용으로는 배경지가 존재하나 실제 입하는 배경지 없이 피규어 키링만 입하 되었습니다.
배경지 및 실버팩 없이 출고하면 되는지 확인 부탁드립니다.",개선완료,"배경지, 실버팩 없이 출고 부탁드립니다. 과거 샘플 진행 건에도 배경지, 실버팩 없이 진행했던 것으로 확인했습니다. ",,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec1jazf6BhEimRJh,5.상품
MM00180714,운영이슈,2025.12.16,2025.12.16,정승윤,신시어리웨일즈 주식회사,PNA37004-제주신화월드,"베이직도킹형보조배터리(UV), UV",351,351,,,,"발주수량 352
입하수량 351
정수량 350
*발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",개선중,수량트래킹 절차 보완가능성 검토 예정,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recRUnlyPbTY6gXPB,8.수익
MM00179054,운영이슈,2025.12.12,2025.12.11,김민지,주식회사 이루커머스,PNA37364-크레이버코퍼레이션,"오피스마우스패드(스탠다드), 오피스마우스패드, 공박(음각), OPP",200,200,,,,"발주수량: 201개
정수량: 200개
입하수량: 200개
*발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",,,,1개 추가 입고 예정입니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rect89jXWkSzeZdFi,5.상품
MM00179290,운영이슈,2025.12.12,2025.12.4,김민지,개미기획,PNA37461-한국공항공사,"펠트스트링파우치, 실크, 펠트스트링파우치",71,71,,,,"발주수량: 72개
정수량: 71개
입하수량: 71개
*정수량에 맞게 입하되어 정상 입고 처리 하고자 합니다.",,,,"71개만 입고 부탁드립니다.
발주수량 71개로 변경하여 지출하겠습니다. ",,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recQtQ6mivH4b12nj,"8.수익,8.수익"
MM00181301,운영이슈,2025.12.12,2025.12.10,김하은,주식회사 라이클,PNA37856-세방전지,휴대용치약(언파차차20g),500,501,,,,"입하 수량 501개 중 측면 터짐 발생 1개 확인 되었습니다.
정수량에 이상 없어 정상 입고 처리하고자 합니다.",,,,,,,,,,정수량 입고 부탁드립니다 불량 1개는 정산 시 차감하도록 하겠습니다. (폐기증빙 필요X),,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recCzOoDL4gfiycs6,5.상품
MM00179056,운영이슈,2025.12.11,2025.12.11,정승윤,신시어리웨일즈 주식회사,PNA37610-UNIST,UV,301,305,,,,"발주수량: 302개
입하수량: 301개
정수량: 300개
* 발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",개선중,불량 수량의 오인지 및 미전달,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recvgMr0j9PrJjiWA,8.수익
MM00179103,운영이슈,2025.12.11,2025.12.8,김민지,유엘상사,PNA37268-서울상상나라,"시그니처다이어리(2합), 시그니처다이어리_커버, 시그니처다이어리_밴드, 색박(음각)",424,424,,,,"발주수량: 425개
입하수량: 424개
정수량: 423개
* 발주수량 보다 적게 입하되었으나 정수량은 이상 없어 정상 입고 처리하고자 합니다.",,,"발주수량: 425개
입하수량: 424개
정수량: 423개
*발주수량 보다 적게 입하되었으나 정수량은 이상 없어 정상 입고 처리하고자 합니다.",발주수량: 425개 입하수량: 424개 1개 부족하나 정수량에 문제없어 발주수량 수정하여 입고 부탁드립니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recATmH8jGmeZ5pcT,8.수익
MM00175683,운영이슈,2025.12.10,2025.12.9,남인호,신시어리웨일즈 주식회사,PNA35810-네이버,"스펙트럼컬러펜(블랙잉크), UV",705,705,,,,"발주수량: 707개
입하수량: 705개
정수량: 700개
* 발주수량 보다 적게 입하되었으나 정수량에 이상 없어 정상 입고 처리하고자 합니다.",개선완료,확인했습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recvZyFUkbgWwr7YF,8.수익
MM00175844,운영이슈,2025.12.10,2025.12.11,남인호,신시어리웨일즈 주식회사,PNA36882-쿠팡,"라이트샤오미펜, 라이트샤오미펜, UV",100,100,,,,"발주수량: 101개
정수량: 100개
입하수량: 100개
*발주수량 보다 적게 입하되었으나 정수량 이상 없어 정상 입고 처리하고자 합니다.",,,,,,,,,B급,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/reciPm2FpBPdIoU7T,8.수익
MM00177253,운영이슈,2025.12.10,2025.11.28,김민지,개미기획,PNA37584-LS미래원,"슬라이드지퍼백, 실크, 인쇄된슬라이드지퍼백",120,120,,,,"발주수량 121개이나 입하수량 120개입니다.
정수량은 120개이므로 정상 입고 처리 하고자 합니다.",,,,정수량은 120개이므로 정상 입고 처리 부탁드립니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recWm7xyW7PXa3wET,8.수익
MM00179932,운영이슈,2025.12.10,2025.12.10,김민지,유노타월 유노디자인,PNA37604-사단법인초등교사커뮤니티인디스쿨,"브랜디드 타월, 브랜디드 타월, 자수",212,212,,,,"발주수량: 213개
입하수량: 212개
정수량: 210개
* 발주수량 보다 적게 입하되었으나 정수량에 이상 없어 정상 입고 처리하고자 합니다.",,,,발주수량보다 1개 적게 입고 되어 발주수량 1개 차감 하였습니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec0AXezzfgtF3Jk6,8.수익
MM00178541,운영이슈,2025.12.9,2025.12.9,이난영,주식회사 모아패키지,PNA37377-에어제타,"슬리브, 슬리브, 실크, 헤링본끈",171,171,,,,과업지시서 상 존재하는 헤링본끈이 입하되지 않았습니다.,개선중,헤링본끈 합배송이 안되어서 오후 3시전 입하예정입니다. 현재 납품중입니다,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recqyvUkKTLUwn9ZL,8.수익
MM00179349,운영이슈,2025.12.8,2025.12.5,김민지,(주)아이아트텍스,PNA37836-LG전자,,1,1,,,,"발주수량: 2개
입하수량: 1개
정수량: 1개
* 정수량대로 입하되었기에 입하된 1개 샘플건으로 출고 하겠습니다.",,,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recY71NjjUv2kIuuJ,5.상품
MM00179535,운영이슈,2025.12.8,2025.12.8,정승윤,신시어리웨일즈 주식회사,PNA37780-유니엔,UV,52,52,,,,"발주수량: 53개
입하수량: 52개
정수량: 50개
* 발주수량 보다 적게 입하 되었으나 정수량에 이상 없어 정상 입고 처리하고자 합니다.",개선불가,최초 발주시에 제품별 여유수량 인식 오차,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recwIaqN5PSLcoo0m,8.수익
MM00179539,운영이슈,2025.12.8,2025.12.8,정승윤,신시어리웨일즈 주식회사,PNA37780-유니엔,UV,52,52,,,,"발주수량: 53개
입하수량: 52개
정수량: 50개
* 발주수량 보다 적게 입하 되었으나 정수량에 이상 없어 정상 입고 처리하고자 합니다.",개선불가,최초 발주시에 제품별 여유수량 인식 오차,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recOBhpCTj1uGacBr,8.수익
MM00179540,운영이슈,2025.12.8,2025.12.8,정승윤,신시어리웨일즈 주식회사,PNA37780-유니엔,UV,52,52,,,,"발주수량: 53개
입하수량: 52개
정수량: 50개
* 발주수량 보다 적게 입하 되었으나 정수량에 이상 없어 정상 입고 처리하고자 합니다.",개선불가,최초 발주시에 제품별 여유수량 인식 오차,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recUnxywwoQvQTiHy,8.수익
MM00177858,운영이슈,2025.12.5,2025.12.4,김민지,개미기획,PNA37534-슈퍼히어로,"무광스트링파우치(L), 무광스트링파우치, 실크",51,71,,,,"개미기획에서 입하되는 제품들은 대체적으로 발주수량에 맞춰 입하됩니다만 본 건 같은 경우는 이례적으로 20개가 추가되어 입하되었습니다.
확인 부탁드립니다.",,,,"본건 개미기획에서 수량 잘못 세셔서 71개로 제작된 건으로
지출시 51개만 지출 예정입니다.
남은 20개는 샘플룸으로 전달 부탁드립니다.",,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec0d0O1ehzlhX6PN,8.수익
MM00173164,운영이슈,2025.12.4,2025.12.2,남인호,신시어리웨일즈 주식회사,PNA37006-메타넷엑스,"커넥트 6in1 케이블키트, 커넥트 6in1 케이블키트 , UV",205,205,,,,"블리스터 부족 건 확인 되었습니다.
수량 205개 중 102개 부족합니다.",,패키징도 수량 확인하여 전달드리겠습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recujCuhdPfUdJ5gg,8.수익
MM00178178,운영이슈,2025.12.4,2025.12.4,김민지,유엘상사,PNA37043-바이오피던스,"시그니처다이어리(2합), 시그니처다이어리_밴드, 시그니처다이어리_커버, 색박(음각)",104,104,,,,"과업지시서 상 mm이 3개, 101개로 나눠져 있으나 본 mm만 검색이 됩니다.
본 건 104개 입하되었습니다.",개선완료,무브먼트 정리 해두었습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recGXbBeaKHKQJ7zG,8.수익
MM00177790,운영이슈,2025.12.3,2025.12.2,남인호,신시어리웨일즈 주식회사,PNA36688-스타벅스행복협의회,"커넥트 6in1 케이블키트, UV, 커넥트 6in1 케이블키트 ",211,211,,,,"임가공 중 블리스터 부족 건 확인 되었습니다.
수량 211개 중 111개 부족합니다.",개선중,패키징도 수량 확인하여 전달드리겠습니다.,,,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/recSmH1OXVsgdgCct,8.수익
MM00173883,운영이슈,2025.12.1,2025.12.1,김민지,윈브릿지,PNA37118-한국생명존중희망재단,"리틀빅리유저블컵, 실크, 리틀빅리유저블컵",684,684,,,,"발주수량 685개이나 입하수량 684개입니다.
정수량은 680개이므로 정상 입고 처리 하고자 합니다.
",,,,1개 입고 누락되어 내일 중으로 추가 입고예정입니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec5P3Ywlhx0nvoKd,5.상품
MM00173203,운영이슈,2025.11.28,2025.11.25,김민지,유엘상사,PNA35565-이지미디어,"시그니처다이어리_커버, 시그니처다이어리(2합), 시그니처다이어리_밴드, 공박(음각)",201,201,,,,"발주수량 202개이나 입하수량 201개 입니다.
정수량은 200개이므로 정상 입고 처리하고자 합니다.",,,,201개 입고 부탁드립니다.,,,,,,,,https://web.miniextensions.com/ea0dYRBb4a6tZkc8rmuB/rec0QMmB1mDXiv4JQ,8.수익
